orderid,customerid,productid,orderdate,quantity,orderamt,salesrep
17050,OI7366,A802a,2022-06-08,476,4840.92,Ravi
17051,OI7366,A802a,2022-06-08,161,1637.37,Róisín
17052,SS3300,W8931,2022-06-08,504,22790.88,Róisín
17053,NS7598,JQ9322,2022-06-08,4378,109406.22,Leslie
17054,SI4896,W8931,2022-06-09,4684,211810.48,Ravi
17055,AH4803,A802a,2022-06-09,7293,74169.81,Liam
17056,AH4803,A802a,2022-06-09,8183,83221.11,Ravi
17057,OI5050,A802a,2022-06-09,8713,88611.21,Leslie
17058,TM3521,W8931,2022-06-09,119,5381.18,Leslie
17059,TF4085,A802a,2022-06-09,13268,134935.56,Ravi
17060,OF1425,BC111d,2022-06-09,515,32589.2,Leslie
17061,QS2917,BC111d,2022-06-09,422,26704.16,Zuri
17062,CD7311,Q28R3,2022-06-09,497,87636.01,Leslie
17063,QS2174,A802a,2022-06-10,6525,66359.25,Liam
17064,TF4085,Q28R3,2022-06-10,8390,1479408.7,Ravi
17065,QE1185,W8931,2022-06-10,200,9044.0,Ravi
17066,NV2970,W8931,2022-06-10,4639,209775.58,Zuri
17067,QE1185,BC111d,2022-06-10,286,18098.08,Róisín
17068,SS3300,W8931,2022-06-10,259,11711.98,Róisín
17069,TM4374,W8931,2022-06-10,5426,245363.72,Harry
17070,AM4609,W8931,2022-06-13,5675,256623.5,Leslie
17071,SC8893,A802a,2022-06-13,262,2664.54,Róisín
17072,CD7311,W8931,2022-06-13,535,24192.7,Ravi
17073,QS2174,A802a,2022-06-13,9798,99645.66,Zuri
17074,OF1425,Q28R3,2022-06-13,7598,1339755.34,Ravi
17075,OS9656,BC111d,2022-06-13,52,3290.56,Ravi
17076,CD7311,BC111d,2022-06-13,46,2910.88,Róisín
17077,OM8279,A802a,2022-06-13,15,152.55,Róisín
17078,TS4266,A802a,2022-06-13,10520,106988.4,Róisín
17079,AI3651,W8931,2022-06-14,6777,306455.94,Róisín
17080,SB9448,W8931,2022-06-14,285,12887.7,Róisín
17081,MD4706,W8931,2022-06-14,8853,400332.66,Liam
17082,AM4609,W8931,2022-06-14,3672,166047.84,Leslie
17083,SS3300,BC111d,2022-06-14,6012,380439.36,Ravi
17084,CE4482,BC111d,2022-06-14,595,37651.6,Róisín
17085,NS7598,W8931,2022-06-14,9009,407386.98,Róisín
17086,OM8279,W8931,2022-06-14,8916,403181.52,Róisín
17087,OS8224,A802a,2022-06-15,7418,75441.06,Ravi
17088,SC9489,A802a,2022-06-15,584,5939.28,Ravi
17089,TF4085,BC111d,2022-06-15,9123,577303.44,Ravi
17090,AI3651,A802a,2022-06-15,8194,83332.98,Harry
17091,CI2071,A802a,2022-06-15,470,4779.9,Leslie
17092,OS4150,BC111d,2022-06-15,403,25501.84,Ravi
17093,AH4803,W8931,2022-06-15,446,20168.12,Róisín
17094,OI5050,A802a,2022-06-16,31,315.27,Róisín
17095,OS9656,BC111d,2022-06-16,236,14934.08,Róisín
17096,AM4609,BC111d,2022-06-16,588,37208.64,Liam
17097,TS4266,W8931,2022-06-16,5703,257889.66,Liam
17098,MD4706,JQ9322,2022-06-16,7365,184051.35,Ravi
17099,OS8224,JQ9322,2022-06-16,664,16593.36,Leslie
17100,SB0048,Q28R3,2022-06-16,69,12166.77,Róisín
17101,TM3521,W8931,2022-06-16,335,15148.7,Zuri
17102,SC9489,A802a,2022-06-17,7190,73122.3,Róisín
17103,AD1457,A802a,2022-06-17,146,1484.82,Ravi
17104,CD7311,A802a,2022-06-17,4903,49863.51,Róisín
17105,AI3651,Q28R3,2022-06-17,689,121491.37,Zuri
17106,OI7366,W8931,2022-06-17,197,8908.34,Róisín
17107,SC9489,A802a,2022-06-17,6768,68830.56,Ravi
17108,AM4609,BC111d,2022-06-18,686,43410.08,Leslie
17109,SV2319,A802a,2022-06-20,6426,65352.42,Róisín
17110,MC7659,W8931,2022-06-20,5506,248981.32,Róisín
17111,SV2319,Q28R3,2022-06-20,4995,880768.35,Ravi
17112,CI2071,JQ9322,2022-06-20,194,4848.06,Zuri
17113,TF4085,A802a,2022-06-20,506,5146.02,Róisín
17114,OM8279,A802a,2022-06-20,47,477.99,Liam
17115,OM8279,A802a,2022-06-20,7515,76427.55,Róisín
17116,SS3300,A802a,2022-06-20,7044,71637.48,Ravi
17117,OS9656,JQ9322,2022-06-20,425,10620.75,Róisín
17118,AD1457,BC111d,2022-06-21,2501,158263.28,Róisín
17119,OS9656,A802a,2022-06-21,584,5939.28,Ravi
17120,OM8279,JQ9322,2022-06-21,7533,188249.67,Leslie
17121,SC9489,W8931,2022-06-21,703,31789.66,Ravi
17122,NS7598,JQ9322,2022-06-21,895,22366.05,Leslie
17123,SB9448,A802a,2022-06-21,168,1708.56,Leslie
17124,AI3651,W8931,2022-06-21,6629,299763.38,Leslie
17125,TS4266,W8931,2022-06-22,6608,298813.76,Róisín
17126,DS7471,BC111d,2022-06-22,11252,712026.56,Leslie
17127,CE4482,BC111d,2022-06-22,593,37525.04,Róisín
17128,OF1425,A802a,2022-06-22,6203,63084.51,Leslie
17129,QS2174,W8931,2022-06-22,326,14741.72,Róisín
17130,TM3521,BC111d,2022-06-22,72,4556.16,Leslie
17131,OI7366,A802a,2022-06-22,8041,81776.97,Róisín
17132,TF6550,W8931,2022-06-23,1314,59419.08,Róisín
17133,TM3521,R9S10,2022-06-23,550,24106.5,Róisín
17134,AM4609,W8931,2022-06-23,71,3210.62,Zuri
17135,TM3521,A802a,2022-06-23,9560,97225.2,Zuri
17136,NS7598,Q28R3,2022-06-23,9648,1701231.84,Liam
17137,AM4609,A802a,2022-06-23,565,5746.05,Zuri
17138,SS3300,BC111d,2022-06-24,199,12592.72,Harry
17139,TS4266,A802a,2022-06-24,7371,74963.07,Leslie
17140,SC9489,W8931,2022-06-24,8319,376185.18,Róisín
17141,QS2917,W8931,2022-06-24,299,13520.78,Leslie
17142,SV2319,A802a,2022-06-24,7487,76142.79,Ravi
17143,TF4085,A802a,2022-06-24,621,6315.57,Róisín
17144,OI5050,A802a,2022-06-24,516,5247.72,Zuri
17145,MD4706,R9S10,2022-06-25,594,26035.02,Zuri
17146,TS4266,BC111d,2022-06-27,9802,620270.56,Leslie
17147,OS8224,W8931,2022-06-27,125,5652.5,Ravi
17148,MD4706,W8931,2022-06-27,324,14651.28,Zuri
17149,SC8893,W8931,2022-06-27,350,15827.0,Róisín
17150,AM4609,W8931,2022-06-27,524,23695.28,Liam
17151,OS9656,A802a,2022-06-27,6629,67416.93,Róisín
17152,OI7366,JQ9322,2022-06-27,298,7447.02,Harry
17153,OI7366,JQ9322,2022-06-27,5402,134995.98,Róisín
17154,OI7366,A802a,2022-06-27,412,4190.04,Róisín
17155,AM4609,JQ9322,2022-06-27,428,10695.72,Zuri
17156,TS4266,A802a,2022-06-28,6076,61792.92,Ravi
17157,OF1425,BC111d,2022-06-28,740,46827.2,Liam
17158,TM4374,JQ9322,2022-06-28,60,1499.4,Ravi
17159,MC7659,A802a,2022-06-29,4157,42276.69,Ravi
17160,TF4085,BC111d,2022-06-29,5863,371010.64,Ravi
17161,AM4609,W8931,2022-06-29,133,6014.26,Róisín
17162,MD4706,A802a,2022-06-29,5841,59402.97,Ravi
17163,MM9297,JQ9322,2022-06-30,318,7946.82,Zuri
17164,SS3300,BC111d,2022-06-30,7542,477257.76,Ravi
17165,OS4150,W8931,2022-06-30,8169,369402.18,Zuri
17166,OI7366,W8931,2022-06-30,419,18947.18,Róisín
17167,MD4706,BC111d,2022-06-30,466,29488.48,Zuri
17168,AD1457,Q28R3,2022-06-30,10159,1791336.47,Ravi
17169,TF6550,A802a,2022-06-30,269,2735.73,Ravi
17170,OS8224,W8931,2022-07-01,8511,384867.42,Ravi
17171,TF4085,A802a,2022-07-01,7194,73162.98,Ravi
17172,AM4609,BC111d,2022-07-01,459,29045.52,Róisín
17173,SS3300,W8931,2022-07-01,213,9631.86,Róisín
17174,OM8279,BC111d,2022-07-01,603,38157.84,Róisín
17175,QS2917,A802a,2022-07-03,8030,81665.1,Róisín
17176,MC7659,W8931,2022-07-04,9330,421902.6,Róisín
17177,CD7311,BC111d,2022-07-04,3646,230718.88,Zuri
17178,AR4667,A802a,2022-07-04,379,3854.43,Leslie
17179,OS8224,BC111d,2022-07-04,622,39360.16,Ravi
17180,SS3300,JQ9322,2022-07-04,342,8546.58,Ravi
17181,NS7598,A802a,2022-07-04,412,4190.04,Leslie
17182,TF4085,JQ9322,2022-07-04,291,7272.09,Róisín
17183,MD4706,W8931,2022-07-04,5882,265984.04,Zuri
17184,SS3300,A802a,2022-07-05,8948,91001.16,Róisín
17185,SC9489,A802a,2022-07-05,654,6651.18,Róisín
17186,OI5050,A802a,2022-07-05,5844,59433.48,Zuri
17187,AM4609,A802a,2022-07-05,2514,25567.38,Róisín
17188,AM4609,BC111d,2022-07-05,411,26008.08,Harry
17189,SS3300,A802a,2022-07-06,136,1383.12,Ravi
17190,OS9656,W8931,2022-07-06,5546,250790.12,Ravi
17191,NS7598,BC111d,2022-07-06,8060,510036.8,Leslie
17192,AM4609,R9S10,2022-07-06,5654,247814.82,Zuri
17193,MD4706,JQ9322,2022-07-06,7998,199870.02,Róisín
17194,CD7311,A802a,2022-07-06,202,2054.34,Liam
17195,AM4609,JQ9322,2022-07-06,673,16818.27,Ravi
17196,SV2319,W8931,2022-07-07,8778,396941.16,Róisín
17197,MD4706,A802a,2022-07-07,657,6681.69,Zuri
17198,OF1425,A802a,2022-07-07,451,4586.67,Róisín
17199,MC7659,A802a,2022-07-07,258,2623.86,Ravi
17200,CD7311,A802a,2022-07-08,396,4027.32,Ravi
17201,CD7311,BC111d,2022-07-08,6134,388159.52,Róisín
17202,TF4085,W8931,2022-07-08,6335,286468.7,Róisín
17203,OI7366,R9S10,2022-07-08,3013,132059.79,Ravi
17204,OS6792,A802a,2022-07-08,529,5379.93,Ravi
17205,AM4609,R9S10,2022-07-08,10417,456577.11,Harry
17206,CD7311,Q28R3,2022-07-08,10052,1772469.16,Róisín
17207,SS3300,W8931,2022-07-08,7980,360855.6,Leslie
17208,OS4150,W8931,2022-07-08,6982,315726.04,Róisín
17209,MC7659,A802a,2022-07-09,554,5634.18,Ravi
17210,TS4266,A802a,2022-07-11,4906,49894.02,Liam
17211,TS4266,A802a,2022-07-11,17,172.89,Liam
17212,AH4803,A802a,2022-07-11,7179,73010.43,Liam
17213,NS7598,JQ9322,2022-07-11,298,7447.02,Leslie
17214,OS9656,BC111d,2022-07-11,408,25818.24,Róisín
17215,NV2970,A802a,2022-07-12,122,1240.74,Leslie
17216,TM4374,A802a,2022-07-12,92,935.64,Ravi
17217,QS2917,W8931,2022-07-12,7807,353032.54,Zuri
17218,MC7659,A802a,2022-07-12,656,6671.52,Róisín
17219,SS3300,A802a,2022-07-12,490,4983.3,Róisín
17220,OM8279,A802a,2022-07-12,6102,62057.34,Liam
17221,SC9489,A802a,2022-07-12,4600,46782.0,Ravi
17222,TF4085,R9S10,2022-07-12,6849,300191.67,Ravi
17223,MC7659,A802a,2022-07-12,211,2145.87,Ravi
17224,MC7659,W8931,2022-07-12,680,30749.6,Ravi
17225,OM8279,R9S10,2022-07-13,4209,184480.47,Leslie
17226,TS4266,BC111d,2022-07-13,7108,449794.24,Róisín
17227,OS4150,A802a,2022-07-13,4760,48409.2,Harry
17228,SS3300,BC111d,2022-07-14,556,35183.68,Liam
17229,SS3300,W8931,2022-07-14,6592,298090.24,Ravi
17230,QS2917,W8931,2022-07-14,480,21705.6,Zuri
17231,QE1185,JQ9322,2022-07-14,505,12619.95,Ravi
17232,OI7366,A802a,2022-07-14,7529,76569.93,Ravi
17233,TM4374,A802a,2022-07-14,529,5379.93,Róisín
17234,DS7471,W8931,2022-07-15,3912,176900.64,Liam
17235,CD7311,A802a,2022-07-15,4078,41473.26,Róisín
17236,TF6550,A802a,2022-07-15,7940,80749.8,Ravi
17237,OS4150,A802a,2022-07-15,601,6112.17,Leslie
17238,OM8279,W8931,2022-07-15,76,3436.72,Leslie
17239,AR4667,BC111d,2022-07-15,5893,372909.04,Zuri
17240,MD4706,BC111d,2022-07-16,593,37525.04,Zuri
17241,TF4085,BC111d,2022-07-18,3313,209646.64,Róisín
17242,MD4706,A802a,2022-07-18,458,4657.86,Liam
17243,CE4482,A802a,2022-07-18,541,5501.97,Ravi
17244,OI7366,A802a,2022-07-19,6541,66521.97,Ravi
17245,SC9489,A802a,2022-07-19,151,1535.67,Róisín
17246,NS7598,W8931,2022-07-19,5824,263361.28,Harry
17247,SI4896,W8931,2022-07-19,53,2396.66,Ravi
17248,AI3651,A802a,2022-07-19,233,2369.61,Zuri
17249,AM4609,A802a,2022-07-19,6571,66827.07,Róisín
17250,OF1425,W8931,2022-07-19,469,21208.18,Ravi
17251,AM4609,BC111d,2022-07-19,6405,405308.4,Ravi
17252,AI3651,BC111d,2022-07-19,8698,550409.44,Leslie
17253,AM4609,BC111d,2022-07-20,414,26197.92,Leslie
17254,AH4803,A802a,2022-07-20,7294,74179.98,Ravi
17255,DS7471,R9S10,2022-07-20,340,14902.2,Leslie
17256,SC8893,A802a,2022-07-20,4970,50544.9,Ravi
17257,MC7659,A802a,2022-07-20,6724,68383.08,Leslie
17258,OI5050,JQ9322,2022-07-20,4566,114104.34,Harry
17259,OS4150,Q28R3,2022-07-21,7694,1356683.02,Ravi
17260,QS2174,JQ9322,2022-07-21,6081,151964.19,Leslie
17261,OI7366,W8931,2022-07-21,498,22519.56,Leslie
17262,TM4374,A802a,2022-07-21,173,1759.41,Róisín
17263,SS3300,EE05x,2022-07-21,152,55179.04,Ravi
17264,DS7471,A802a,2022-07-21,673,6844.41,Róisín
17265,AI3651,BC111d,2022-07-21,97,6138.16,Ravi
17266,AD1457,A802a,2022-07-21,341,3467.97,Róisín
17267,QS2174,W8931,2022-07-22,5645,255266.9,Róisín
17268,AM4609,W8931,2022-07-22,7217,326352.74,Zuri
17269,AS7990,W8931,2022-07-22,305,13792.1,Liam
17270,OF1425,W8931,2022-07-22,11853,535992.66,Róisín
17271,OS6792,W8931,2022-07-22,4931,222979.82,Harry
17272,NS7598,BC111d,2022-07-22,8372,529780.16,Ravi
17273,SB0048,W8931,2022-07-23,682,30840.04,Zuri
17274,SI4896,JQ9322,2022-07-23,6916,172830.84,Róisín
17275,MD4706,Q28R3,2022-07-23,713,125723.29,Zuri
17276,TS4266,A802a,2022-07-25,7694,78247.98,Róisín
17277,OS4150,W8931,2022-07-25,50,2261.0,Harry
17278,QS2917,A802a,2022-07-25,6288,63948.96,Leslie
17279,MC7659,JQ9322,2022-07-25,213,5322.87,Róisín
17280,OF1425,BC111d,2022-07-25,6000,379680.0,Zuri
17281,OI5050,A802a,2022-07-25,5874,59738.58,Liam
17282,OS4150,BC111d,2022-07-25,5529,349875.12,Róisín
17283,OF1425,W8931,2022-07-25,8055,364247.1,Leslie
17284,QE1185,W8931,2022-07-25,6109,276248.98,Ravi
17285,CE4482,W8931,2022-07-26,9816,443879.52,Ravi
17286,OM8279,A802a,2022-07-26,623,6335.91,Ravi
17287,AM4609,BC111d,2022-07-26,6915,437581.2,Leslie
17288,TM4374,A802a,2022-07-27,447,4545.99,Ravi
17289,AM4609,R9S10,2022-07-27,7841,343671.03,Ravi
17290,OM8279,A802a,2022-07-27,7518,76458.06,Leslie
17291,TS4266,A802a,2022-07-27,6264,63704.88,Leslie
17292,SC9489,A802a,2022-07-28,10424,106012.08,Róisín
17293,MC7659,W8931,2022-07-28,262,11847.64,Róisín
17294,SC9489,A802a,2022-07-28,7552,76803.84,Ravi
17295,MC7659,W8931,2022-07-28,7067,319569.74,Róisín
17296,SC9489,A802a,2022-07-28,5979,60806.43,Róisín
17297,QS2174,JQ9322,2022-07-28,6449,161160.51,Leslie
17298,MD4706,A802a,2022-07-28,131,1332.27,Zuri
17299,OS6792,A802a,2022-07-28,8016,81522.72,Róisín
17300,SS3300,JQ9322,2022-07-28,3606,90113.94,Ravi
17301,MD4706,A802a,2022-07-28,371,3773.07,Zuri
17302,SC9489,Q28R3,2022-07-29,5120,902809.6,Ravi
17303,OI5050,W8931,2022-07-29,3764,170208.08,Ravi
17304,OS9656,R9S10,2022-07-29,7405,324561.15,Ravi
17305,DS7471,A802a,2022-07-29,7493,76203.81,Ravi
17306,TS4266,A802a,2022-07-29,434,4413.78,Róisín
17307,SB9448,A802a,2022-07-29,401,4078.17,Róisín
17308,AR4667,A802a,2022-07-29,263,2674.71,Leslie
17309,NS7598,A802a,2022-07-29,2173,22099.41,Róisín
17310,AH4803,W8931,2022-07-29,159,7189.98,Róisín
17311,AR4667,A802a,2022-08-01,6362,64701.54,Leslie
17312,OS9656,A802a,2022-08-01,5515,56087.55,Leslie
17313,AD1457,BC111d,2022-08-01,33,2088.24,Zuri
17314,DS7471,Q28R3,2022-08-01,354,62420.82,Róisín
17315,TF6550,A802a,2022-08-01,567,5766.39,Róisín
17316,OI5050,A802a,2022-08-01,4053,41219.01,Leslie
17317,NV2970,BC111d,2022-08-01,623,39423.44,Harry
17318,NS7598,A802a,2022-08-02,5254,53433.18,Ravi
17319,SS3300,BC111d,2022-08-02,489,30943.92,Ravi
17320,AM4609,W8931,2022-08-02,4414,199601.08,Liam
17321,MD4706,Q28R3,2022-08-02,291,51312.03,Zuri
17322,AM4609,A802a,2022-08-02,2952,30021.84,Liam
17323,TF4085,A802a,2022-08-02,6319,64264.23,Ravi
17324,OS9656,Q28R3,2022-08-02,5792,1021303.36,Liam
17325,CD7311,BC111d,2022-08-03,5826,368669.28,Leslie
17326,AM4609,Q28R3,2022-08-03,7549,1331115.17,Róisín
17327,OS4150,BC111d,2022-08-03,364,23033.92,Leslie
17328,QS2174,W8931,2022-08-03,5790,261823.8,Leslie
17329,MM9297,BC111d,2022-08-03,4171,263940.88,Zuri
17330,TM3521,W8931,2022-08-03,300,13566.0,Zuri
17331,SS3300,A802a,2022-08-03,10286,104608.62,Róisín
17332,OS4150,A802a,2022-08-04,521,5298.57,Leslie
17333,OI7366,W8931,2022-08-04,585,26453.7,Róisín
17334,AH4803,W8931,2022-08-04,17,768.74,Ravi
17335,OS8224,BC111d,2022-08-04,136,8606.08,Harry
17336,SB1511,BC111d,2022-08-04,6931,438593.68,Leslie
17337,TM3521,JQ9322,2022-08-04,461,11520.39,Zuri
17338,AD1457,BC111d,2022-08-05,530,33538.4,Ravi
17339,SC9489,BC111d,2022-08-05,5304,335637.12,Harry
17340,MC7659,A802a,2022-08-05,264,2684.88,Róisín
17341,SC9489,A802a,2022-08-05,10202,103754.34,Ravi
17342,AD1457,A802a,2022-08-05,199,2023.83,Liam
17343,QS2174,W8931,2022-08-07,437,19761.14,Harry
17344,OI5050,R9S10,2022-08-08,9654,423134.82,Zuri
17345,OS9656,BC111d,2022-08-08,9569,605526.32,Ravi
17346,TF4085,R9S10,2022-08-08,6830,299358.9,Ravi
17347,OI7366,W8931,2022-08-08,6124,276927.28,Ravi
17348,QS2174,BC111d,2022-08-08,5140,325259.2,Róisín
17349,MC7659,W8931,2022-08-08,212,9586.64,Róisín
17350,MD4706,BC111d,2022-08-08,303,19173.84,Zuri
17351,NV2970,A802a,2022-08-08,191,1942.47,Róisín
17352,AI3651,BC111d,2022-08-08,410,25944.8,Harry
17353,CI2071,W8931,2022-08-09,148,6692.56,Ravi
17354,AI3651,BC111d,2022-08-09,5039,318867.92,Leslie
17355,SB0048,A802a,2022-08-09,7401,75268.17,Liam
17356,SS3300,A802a,2022-08-09,11494,116893.98,Róisín
17357,CE4482,BC111d,2022-08-09,235,14870.8,Ravi
17358,QE1185,W8931,2022-08-09,467,21117.74,Ravi
17359,SI4896,W8931,2022-08-10,153,6918.66,Róisín
17360,MD4706,A802a,2022-08-10,477,4851.09,Zuri
17361,OF1425,EE05x,2022-08-10,7280,2642785.6,Leslie
17362,MC7659,Q28R3,2022-08-10,221,38968.93,Ravi
17363,CD7311,BC111d,2022-08-10,346,21894.88,Ravi
17364,OI7366,JQ9322,2022-08-11,542,13544.58,Ravi
17365,OI7366,Q28R3,2022-08-11,7306,1288266.98,Róisín
17366,SS3300,A802a,2022-08-11,373,3793.41,Róisín
17367,SC8893,A802a,2022-08-11,121,1230.57,Leslie
17368,OS6792,A802a,2022-08-11,5962,60633.54,Róisín
17369,OI7366,A802a,2022-08-11,735,7474.95,Róisín
17370,OI7366,R9S10,2022-08-11,240,10519.2,Ravi
17371,OS6792,A802a,2022-08-12,46,467.82,Ravi
17372,SS3300,A802a,2022-08-12,268,2725.56,Róisín
17373,AH4803,A802a,2022-08-12,3658,37201.86,Róisín
17374,QS2917,W8931,2022-08-12,428,19354.16,Leslie
17375,OS4150,W8931,2022-08-12,179,8094.38,Leslie
17376,NV2970,W8931,2022-08-12,1231,55665.82,Róisín
17377,SC9489,BC111d,2022-08-12,4109,260017.52,Harry
17378,TS4266,W8931,2022-08-12,201,9089.22,Leslie
17379,SS3300,A802a,2022-08-14,7314,74383.38,Róisín
17380,AH4803,A802a,2022-08-15,6220,63257.4,Róisín
17381,SC9489,A802a,2022-08-15,6081,61843.77,Ravi
17382,AD1457,A802a,2022-08-15,8762,89109.54,Róisín
17383,CI2071,A802a,2022-08-15,8354,84960.18,Ravi
17384,NS7598,BC111d,2022-08-15,5770,365125.6,Róisín
17385,OS4150,A802a,2022-08-15,314,3193.38,Róisín
17386,OI7366,A802a,2022-08-15,5000,50850.0,Ravi
17387,OS8224,A802a,2022-08-16,252,2562.84,Ravi
17388,TM4374,W8931,2022-08-16,223,10084.06,Róisín
17389,AH4803,A802a,2022-08-16,3096,31486.32,Ravi
17390,AD1457,BC111d,2022-08-16,7693,486813.04,Ravi
17391,QS2917,W8931,2022-08-16,285,12887.7,Ravi
17392,QS2174,A802a,2022-08-17,86,874.62,Leslie
17393,OS9656,W8931,2022-08-17,432,19535.04,Leslie
17394,SC9489,A802a,2022-08-17,255,2593.35,Ravi
17395,AD1457,A802a,2022-08-17,8343,84848.31,Zuri
17396,QS2174,A802a,2022-08-17,348,3539.16,Róisín
17397,AI3651,BC111d,2022-08-17,642,40625.76,Róisín
17398,SC9489,Q28R3,2022-08-17,510,89928.3,Róisín
17399,QS2917,A802a,2022-08-17,299,3040.83,Liam
17400,CD7311,BC111d,2022-08-18,98,6201.44,Leslie
17401,TF4085,BC111d,2022-08-18,4828,305515.84,Ravi
17402,OM8279,A802a,2022-08-18,5330,54206.1,Róisín
17403,AR4667,Q28R3,2022-08-18,9298,1639516.34,Liam
17404,SS3300,BC111d,2022-08-18,4790,303111.2,Ravi
17405,MD4706,BC111d,2022-08-18,4179,264447.12,Zuri
17406,TM3521,JQ9322,2022-08-18,6452,161235.48,Leslie
17407,NS7598,BC111d,2022-08-19,93,5885.04,Ravi
17408,AM4609,W8931,2022-08-19,244,11033.68,Zuri
17409,MC7659,A802a,2022-08-19,303,3081.51,Ravi
17410,QS2174,A802a,2022-08-19,627,6376.59,Róisín
17411,QS2917,JQ9322,2022-08-20,5089,127174.11,Liam
17412,QE1185,W8931,2022-08-20,8744,395403.68,Róisín
17413,AS7990,A802a,2022-08-22,310,3152.7,Zuri
17414,TM3521,BC111d,2022-08-22,171,10820.88,Róisín
17415,OI7366,JQ9322,2022-08-22,5508,137644.92,Ravi
17416,OS9656,A802a,2022-08-22,5239,53280.63,Leslie
17417,OI7366,JQ9322,2022-08-22,9,224.91,Róisín
17418,OI7366,BC111d,2022-08-23,4227,267484.56,Harry
17419,CE4482,A802a,2022-08-23,99,1006.83,Róisín
17420,NS7598,A802a,2022-08-23,7514,76417.38,Leslie
17421,SC9489,Q28R3,2022-08-23,386,68063.38,Ravi
17422,TM4374,Q28R3,2022-08-23,549,96805.17,Ravi
17423,TS4266,A802a,2022-08-23,430,4373.1,Róisín
17424,TS4266,BC111d,2022-08-23,363,22970.64,Leslie
17425,MD4706,R9S10,2022-08-23,570,24983.1,Zuri
17426,QS2917,A802a,2022-08-23,85,864.45,Zuri
17427,SC9489,A802a,2022-08-24,322,3274.74,Ravi
17428,MC7659,A802a,2022-08-24,54,549.18,Ravi
17429,SB0048,W8931,2022-08-24,5526,249885.72,Liam
17430,SC8893,W8931,2022-08-24,166,7506.52,Róisín
17431,CE4482,A802a,2022-08-24,4263,43354.71,Leslie
17432,CD7311,BC111d,2022-08-24,29,1835.12,Róisín
17433,SC9489,A802a,2022-08-24,717,7291.89,Ravi
17434,SB1511,A802a,2022-08-24,375,3813.75,Leslie
17435,AM4609,W8931,2022-08-25,110,4974.2,Ravi
17436,MC7659,A802a,2022-08-25,224,2278.08,Róisín
17437,MC7659,W8931,2022-08-25,4726,213709.72,Ravi
17438,AH4803,Q28R3,2022-08-25,124,21864.92,Ravi
17439,TF4085,W8931,2022-08-25,7545,341184.9,Róisín
17440,DS7471,W8931,2022-08-26,584,26408.48,Zuri
17441,SC8893,BC111d,2022-08-26,6788,429544.64,Ravi
17442,QS2174,W8931,2022-08-26,272,12299.84,Róisín
17443,AI3651,BC111d,2022-08-26,6237,394677.36,Ravi
17444,AD1457,R9S10,2022-08-28,267,11702.61,Ravi
17445,SS3300,BC111d,2022-08-29,250,15820.0,Róisín
17446,AM4609,BC111d,2022-08-29,3599,227744.72,Zuri
17447,QS2917,BC111d,2022-08-29,357,22590.96,Zuri
17448,AR4667,BC111d,2022-08-29,7643,483649.04,Róisín
17449,CD7311,A802a,2022-08-29,5841,59402.97,Ravi
17450,TS4266,JQ9322,2022-08-29,7368,184126.32,Leslie
17451,TM3521,JQ9322,2022-08-30,6727,168107.73,Leslie
17452,OI5050,A802a,2022-08-30,6588,66999.96,Leslie
17453,SC9489,A802a,2022-08-30,3971,40385.07,Ravi
17454,MC7659,W8931,2022-08-30,301,13611.22,Ravi
17455,TF6550,BC111d,2022-08-30,16,1012.48,Róisín
17456,CD7311,BC111d,2022-08-30,354,22401.12,Róisín
17457,SC9489,W8931,2022-08-30,5914,267431.08,Róisín
17458,SC9489,A802a,2022-08-30,78,793.26,Ravi
17459,SS3300,Q28R3,2022-08-31,563,99273.79,Róisín
17460,MD4706,BC111d,2022-08-31,3764,238185.92,Zuri
17461,NV2970,A802a,2022-08-31,447,4545.99,Zuri
17462,QE1185,W8931,2022-08-31,298,13475.56,Róisín
17463,SC9489,A802a,2022-08-31,7529,76569.93,Ravi
17464,TS4266,W8931,2022-09-01,7130,322418.6,Leslie
17465,QS2917,A802a,2022-09-01,4802,48836.34,Zuri
17466,QS2917,A802a,2022-09-01,218,2217.06,Liam
17467,SS3300,R9S10,2022-09-01,8617,377683.11,Ravi
17468,QS2917,A802a,2022-09-02,269,2735.73,Zuri
17469,AI3651,Q28R3,2022-09-02,100,17633.0,Róisín
17470,OS4150,W8931,2022-09-02,53,2396.66,Zuri
17471,OM8279,W8931,2022-09-02,140,6330.8,Róisín
17472,AH4803,A802a,2022-09-02,400,4068.0,Zuri
17473,TF4085,BC111d,2022-09-02,36,2278.08,Róisín
17474,OM8279,A802a,2022-09-02,244,2481.48,Róisín
17475,OS6792,Q28R3,2022-09-02,5380,948655.4,Róisín
17476,TF4085,W8931,2022-09-02,5990,270867.8,Róisín
17477,SB0048,A802a,2022-09-02,4210,42815.7,Leslie
17478,OM8279,A802a,2022-09-02,7554,76824.18,Ravi
17479,SB9448,JQ9322,2022-09-05,3307,82641.93,Leslie
17480,OF1425,A802a,2022-09-05,656,6671.52,Ravi
17481,QS2174,BC111d,2022-09-05,336,21262.08,Leslie
17482,OI7366,Q28R3,2022-09-05,4356,768093.48,Róisín
17483,MC7659,Q28R3,2022-09-05,180,31739.4,Harry
17484,SC9489,BC111d,2022-09-05,4358,275774.24,Ravi
17485,OF1425,W8931,2022-09-05,216,9767.52,Leslie
17486,AH4803,EE05x,2022-09-05,32,11616.64,Zuri
17487,SS3300,BC111d,2022-09-05,951,60179.28,Róisín
