orderid,customerid,productid,orderdate,quantity,orderamt,salesrep
19310,TC0514,JQ9322,2022-06-29,335,8371.65,Ingrid
19311,QS1139,A802a,2022-06-29,335,3406.95,Ingrid
19312,RV9064,A802a,2022-06-29,381,3874.77,Gowoon
19313,CS8317,W8931,2022-06-29,411,18585.42,Ethan
19314,ZD7787,A802a,2022-06-29,402,4088.34,Sam
19315,SC9674,A802a,2022-06-29,387,3935.79,Hannah
19316,TM0916,Q28R3,2022-06-29,336,59246.88,Sam
19317,CI4562,A802a,2022-06-30,303,3081.51,Shalini
19318,CI4562,BC111d,2022-06-30,286,18098.08,Shalini
19319,SS3811,W8931,2022-06-30,347,15691.34,Ethan
19320,MR6252,R9S10,2022-06-30,129,5654.07,Shalini
19321,QS1139,A802a,2022-06-30,348,3539.16,Ingrid
19322,ZD7787,BC111d,2022-06-30,323,20439.44,Gowoon
19323,MR6252,A802a,2022-06-30,342,3478.14,Shalini
19324,QS1139,A802a,2022-06-30,353,3590.01,Sam
19325,SC7962,W8931,2022-06-30,319,14425.18,Ingrid
19326,NF9938,W8931,2022-06-30,295,13339.9,Ethan
19327,NF7397,BC111d,2022-06-30,274,17338.72,Sam
19328,QS1139,BC111d,2022-06-30,313,19806.64,Sam
19329,RV9064,W8931,2022-06-30,257,11621.54,Ingrid
19330,RV9064,BC111d,2022-06-30,298,18857.44,Ingrid
19331,SS3811,A802a,2022-06-30,397,4037.49,Ethan
19332,LM6201,BC111d,2022-06-30,302,19110.56,Sam
19333,AM1674,A802a,2022-06-30,338,3437.46,Sam
19334,SC9674,W8931,2022-06-30,267,12073.74,Ingrid
19335,SC7962,A802a,2022-06-30,345,3508.65,Shalini
19336,NF9938,JQ9322,2022-06-30,111,2773.89,Gowoon
19337,CS5977,BC111d,2022-06-30,297,18794.16,Shalini
19338,TC0514,BC111d,2022-06-30,314,19869.92,Sam
19339,QS1139,Q28R3,2022-06-30,323,56954.59,Ingrid
19340,SC3814,W8931,2022-07-02,347,15691.34,Ingrid
19341,CS2504,BC111d,2022-07-03,322,20376.16,Ingrid
19342,ZD7787,W8931,2022-07-04,299,13520.78,Gowoon
19343,AM1674,JQ9322,2022-07-04,103,2573.97,Sam
19344,AV1169,Q28R3,2022-07-04,312,55014.96,Hannah
19345,TC0514,JQ9322,2022-07-04,111,2773.89,Shalini
19346,NR3611,Q28R3,2022-07-04,318,56072.94,Ingrid
19347,ZF8085,BC111d,2022-07-04,288,18224.64,Sam
19348,NF7397,A802a,2022-07-04,320,3254.4,Sam
19349,NF9938,W8931,2022-07-04,262,11847.64,Ingrid
19350,TC0514,A802a,2022-07-04,324,3295.08,Ingrid
19351,SC9674,W8931,2022-07-04,306,13837.32,Ethan
19352,QI5038,W8931,2022-07-04,262,11847.64,Hannah
19353,CS6924,W8931,2022-07-04,286,12932.92,Ingrid
19354,QS1139,BC111d,2022-07-04,247,15630.16,Ingrid
19355,NF7397,A802a,2022-07-04,317,3223.89,Sam
19356,CS5977,A802a,2022-07-04,312,3173.04,Hannah
19357,TS1163,BC111d,2022-07-04,280,17718.4,Ethan
19358,SC9674,W8931,2022-07-05,318,14379.96,Ethan
19359,CS2504,W8931,2022-07-05,293,13249.46,Ingrid
19360,LM6201,W8931,2022-07-05,285,12887.7,Gowoon
19361,CI4562,BC111d,2022-07-05,288,18224.64,Shalini
19362,SC7962,JQ9322,2022-07-05,285,7122.15,Hannah
19363,QI5038,BC111d,2022-07-05,275,17402.0,Ingrid
19364,QS1139,BC111d,2022-07-05,311,19680.08,Ingrid
19365,SC9674,A802a,2022-07-05,332,3376.44,Ingrid
19366,ZD7787,BC111d,2022-07-05,319,20186.32,Ethan
19367,CS5977,EE05x,2022-07-05,316,114714.32,Sam
19368,LM6201,BC111d,2022-07-05,324,20502.72,Gowoon
19369,SC7962,A802a,2022-07-05,433,4403.61,Hannah
19370,CI4562,BC111d,2022-07-05,285,18034.8,Ethan
19371,RV9064,W8931,2022-07-05,310,14018.2,Ingrid
19372,NR3611,Q28R3,2022-07-05,321,56601.93,Ingrid
19373,NF7397,W8931,2022-07-05,305,13792.1,Sam
19374,RV9064,JQ9322,2022-07-05,261,6522.39,Ingrid
19375,MR6252,A802a,2022-07-05,388,3945.96,Shalini
19376,CS8317,A802a,2022-07-05,423,4301.91,Ethan
19377,CI4562,W8931,2022-07-06,355,16053.1,Shalini
19378,QS1139,A802a,2022-07-06,383,3895.11,Shalini
19379,SS3811,A802a,2022-07-06,467,4749.39,Shalini
19380,AM1674,EE05x,2022-07-06,314,113988.28,Ingrid
19381,CS8317,A802a,2022-07-06,474,4820.58,Shalini
19382,CS8317,BC111d,2022-07-06,337,21325.36,Shalini
19383,QS4506,A802a,2022-07-06,402,4088.34,Shalini
19384,CS6924,BC111d,2022-07-06,313,19806.64,Ingrid
19385,CS8317,A802a,2022-07-06,458,4657.86,Ethan
19386,MR6252,R9S10,2022-07-06,434,19022.22,Shalini
19387,SC7962,BC111d,2022-07-06,337,21325.36,Hannah
19388,NF7397,W8931,2022-07-06,390,17635.8,Sam
19389,CS5977,JQ9322,2022-07-06,612,15293.88,Shalini
19390,CS8317,W8931,2022-07-06,472,21343.84,Ethan
19391,ZH3981,JQ9322,2022-07-06,655,16368.45,Hannah
19392,QS1139,W8931,2022-07-06,446,20168.12,Shalini
19393,AM1674,W8931,2022-07-06,389,17590.58,Shalini
19394,CS5977,A802a,2022-07-06,399,4057.83,Ingrid
19395,ZD7787,A802a,2022-07-06,459,4668.03,Hannah
19396,CI4562,BC111d,2022-07-06,277,17528.56,Shalini
19397,TS1163,BC111d,2022-07-07,287,18161.36,Shalini
19398,CS5977,W8931,2022-07-07,348,15736.56,Ingrid
19399,SC3814,A802a,2022-07-07,386,3925.62,Ingrid
19400,QS1139,R9S10,2022-07-07,271,11877.93,Sam
19401,ZD7787,A802a,2022-07-07,426,4332.42,Gowoon
19402,AM1674,BC111d,2022-07-07,313,19806.64,Sam
19403,LM6201,W8931,2022-07-07,376,17002.72,Sam
19404,CS6924,A802a,2022-07-07,382,3884.94,Gowoon
19405,CS6924,A802a,2022-07-07,371,3773.07,Hannah
19406,AM1674,W8931,2022-07-07,382,17274.04,Gowoon
19407,RV9064,A802a,2022-07-07,389,3956.13,Ingrid
19408,NF9938,BC111d,2022-07-07,277,17528.56,Ethan
19409,CI4562,A802a,2022-07-07,365,3712.05,Hannah
19410,CS5977,A802a,2022-07-07,376,3823.92,Ingrid
19411,ZD7787,W8931,2022-07-07,425,19218.5,Ethan
19412,ZD7787,JQ9322,2022-07-07,433,10820.67,Gowoon
19413,SC7962,A802a,2022-07-07,430,4373.1,Hannah
19414,NR3611,A802a,2022-07-07,399,4057.83,Shalini
19415,QS4506,A802a,2022-07-07,374,3803.58,Ingrid
19416,NR3611,A802a,2022-07-07,371,3773.07,Ethan
19417,ZH3981,A802a,2022-07-07,416,4230.72,Shalini
19418,NF7397,BC111d,2022-07-07,295,18667.6,Sam
19419,NF7397,W8931,2022-07-08,268,12118.96,Gowoon
19420,NE6537,BC111d,2022-07-08,294,18604.32,Gowoon
19421,TC0514,W8931,2022-07-08,263,11892.86,Gowoon
19422,QS4506,W8931,2022-07-08,270,12209.4,Ingrid
19423,NF7397,BC111d,2022-07-08,289,18287.92,Ingrid
19424,SS3811,BC111d,2022-07-08,344,21768.32,Ethan
19425,QS1139,W8931,2022-07-08,276,12480.72,Ingrid
19426,CS5977,A802a,2022-07-08,307,3122.19,Sam
19427,NF7397,EE05x,2022-07-08,293,106364.86,Ingrid
19428,SS3811,R9S10,2022-07-08,153,6705.99,Ethan
19429,CS8317,R9S10,2022-07-08,163,7144.29,Sam
19430,QS1139,W8931,2022-07-08,295,13339.9,Shalini
19431,NM1588,BC111d,2022-07-08,308,19490.24,Sam
19432,QS1139,A802a,2022-07-08,299,3040.83,Gowoon
19433,CS8317,A802a,2022-07-08,383,3895.11,Ethan
19434,CS5977,W8931,2022-07-08,273,12345.06,Shalini
19435,MR7651,A802a,2022-07-08,331,3366.27,Shalini
19436,CS5977,JQ9322,2022-07-08,104,2598.96,Sam
19437,RV9064,W8931,2022-07-08,254,11485.88,Shalini
19438,QI5038,Q28R3,2022-07-08,325,57307.25,Shalini
19439,QS4506,A802a,2022-07-08,335,3406.95,Sam
19440,CS6924,W8931,2022-07-08,292,13204.24,Ingrid
19441,CI4562,BC111d,2022-07-08,280,17718.4,Shalini
19442,QS4506,EE05x,2022-07-08,317,115077.34,Ingrid
19443,SC9674,BC111d,2022-07-08,257,16262.96,Ingrid
19444,CS6924,A802a,2022-07-09,280,2847.6,Ingrid
19445,NF7397,A802a,2022-07-10,251,2552.67,Ingrid
19446,SC9674,BC111d,2022-07-10,287,18161.36,Ethan
19447,CS6924,A802a,2022-07-11,289,2939.13,Ethan
19448,QS1139,A802a,2022-07-11,275,2796.75,Ingrid
19449,SC3814,A802a,2022-07-11,239,2430.63,Sam
19450,SV2287,A802a,2022-07-11,279,2837.43,Sam
19451,CS2504,Q28R3,2022-07-11,317,55896.61,Ethan
19452,QS4506,W8931,2022-07-11,367,16595.74,Ingrid
19453,AS0053,A802a,2022-07-11,290,2949.3,Hannah
19454,CS2504,A802a,2022-07-11,287,2918.79,Gowoon
19455,CI4562,W8931,2022-07-11,351,15872.22,Shalini
19456,ZD7787,W8931,2022-07-11,414,18721.08,Shalini
19457,TC0514,BC111d,2022-07-11,297,18794.16,Hannah
19458,RS9813,A802a,2022-07-11,282,2867.94,Ingrid
19459,AS0053,A802a,2022-07-11,286,2908.62,Gowoon
19460,TM0916,A802a,2022-07-11,252,2562.84,Ingrid
19461,AV1169,BC111d,2022-07-11,284,17971.52,Shalini
19462,CS8317,W8931,2022-07-11,424,19173.28,Shalini
19463,TC0514,W8931,2022-07-11,344,15555.68,Ingrid
19464,CS8317,A802a,2022-07-11,340,3457.8,Shalini
19465,ZH3981,JQ9322,2022-07-11,401,10020.99,Ingrid
19466,CS5977,EE05x,2022-07-11,305,110721.1,Sam
19467,NF9938,BC111d,2022-07-11,301,19047.28,Ethan
19468,CS6924,W8931,2022-07-12,282,12752.04,Ingrid
19469,QS1139,BC111d,2022-07-12,300,18984.0,Shalini
19470,ZF8085,W8931,2022-07-12,297,13430.34,Sam
19471,NR9560,A802a,2022-07-12,320,3254.4,Gowoon
19472,QS4506,W8931,2022-07-12,267,12073.74,Ingrid
19473,RV9064,A802a,2022-07-12,329,3345.93,Shalini
19474,SC9674,A802a,2022-07-12,333,3386.61,Ingrid
19475,SC3814,JQ9322,2022-07-12,97,2424.03,Ingrid
19476,CS8317,BC111d,2022-07-12,319,20186.32,Shalini
19477,QS4506,A802a,2022-07-12,311,3162.87,Sam
19478,AM1674,W8931,2022-07-12,251,11350.22,Sam
19479,CS5977,BC111d,2022-07-12,265,16769.2,Sam
19480,QS4506,W8931,2022-07-12,256,11576.32,Sam
19481,CS5977,BC111d,2022-07-12,276,17465.28,Ingrid
19482,AM1674,BC111d,2022-07-12,304,19237.12,Ingrid
19483,SV2287,R9S10,2022-07-12,536,23492.88,Sam
19484,AM1674,A802a,2022-07-12,304,3091.68,Ingrid
19485,CI4562,BC111d,2022-07-12,290,18351.2,Hannah
19486,AS8179,W8931,2022-07-12,248,11214.56,Ingrid
19487,LM6201,W8931,2022-07-12,260,11757.2,Hannah
19488,SS3811,JQ9322,2022-07-12,121,3023.79,Gowoon
19489,CS6924,BC111d,2022-07-12,320,20249.6,Ethan
19490,ZH3981,A802a,2022-07-12,350,3559.5,Hannah
19491,CS5977,BC111d,2022-07-12,312,19743.36,Ingrid
19492,SV2287,R9S10,2022-07-12,472,20687.76,Ingrid
19493,QS4506,JQ9322,2022-07-13,269,6722.31,Ingrid
19494,TS1163,JQ9322,2022-07-13,302,7546.98,Ingrid
19495,SC7962,Q28R3,2022-07-13,404,71237.32,Shalini
19496,TS1163,A802a,2022-07-13,378,3844.26,Shalini
19497,QS4506,W8931,2022-07-13,289,13068.58,Sam
19498,CS2504,BC111d,2022-07-13,267,16895.76,Ethan
19499,QS1139,BC111d,2022-07-13,260,16452.8,Sam
19500,LM6201,EE05x,2022-07-13,325,117981.5,Shalini
19501,SC7962,A802a,2022-07-13,410,4169.7,Hannah
19502,MM0344,A802a,2022-07-13,344,3498.48,Hannah
19503,SC3814,EE05x,2022-07-13,324,117618.48,Shalini
19504,QD2621,A802a,2022-07-13,421,4281.57,Hannah
19505,QI5038,R9S10,2022-07-13,571,25026.93,Hannah
19506,TC0514,BC111d,2022-07-13,297,18794.16,Ingrid
19507,SV2287,A802a,2022-07-13,394,4006.98,Shalini
19508,ZD7787,W8931,2022-07-13,330,14922.6,Shalini
19509,AM1674,A802a,2022-07-13,365,3712.05,Sam
19510,CS8317,Q28R3,2022-07-13,408,71942.64,Sam
19511,QI5038,BC111d,2022-07-13,278,17591.84,Gowoon
19512,CI4562,A802a,2022-07-13,428,4352.76,Hannah
19513,CI4562,W8931,2022-07-13,296,13385.12,Ingrid
19514,QS4506,JQ9322,2022-07-13,297,7422.03,Hannah
19515,QI5038,A802a,2022-07-13,379,3854.43,Gowoon
19516,RS9813,W8931,2022-07-14,436,19715.92,Ethan
19517,QS1139,BC111d,2022-07-14,308,19490.24,Shalini
19518,TC0514,BC111d,2022-07-14,267,16895.76,Ingrid
19519,SC7962,A802a,2022-07-14,478,4861.26,Hannah
19520,RV9064,A802a,2022-07-14,380,3864.6,Sam
19521,SS3811,A802a,2022-07-14,464,4718.88,Ingrid
19522,CS5977,BC111d,2022-07-14,273,17275.44,Shalini
19523,CS5977,BC111d,2022-07-14,304,19237.12,Ingrid
19524,NE6537,A802a,2022-07-14,420,4271.4,Gowoon
19525,CS5977,R9S10,2022-07-14,437,19153.71,Gowoon
19526,CI9891,JQ9322,2022-07-14,537,13419.63,Sam
19527,TC0514,A802a,2022-07-14,431,4383.27,Hannah
19528,ZD7787,A802a,2022-07-14,493,5013.81,Shalini
19529,CS8317,Q28R3,2022-07-14,386,68063.38,Ethan
19530,AM1674,BC111d,2022-07-14,296,18730.88,Sam
19531,CS5977,BC111d,2022-07-14,288,18224.64,Ingrid
19532,SC7962,A802a,2022-07-14,470,4779.9,Hannah
19533,QS1139,BC111d,2022-07-14,289,18287.92,Sam
19534,QS1139,BC111d,2022-07-15,287,18161.36,Shalini
19535,CS8317,A802a,2022-07-15,465,4729.05,Shalini
19536,QI5038,BC111d,2022-07-15,285,18034.8,Ingrid
19537,AM1674,BC111d,2022-07-15,294,18604.32,Hannah
19538,CI4562,BC111d,2022-07-15,267,16895.76,Shalini
19539,NF9938,W8931,2022-07-15,384,17364.48,Ingrid
19540,LM6201,BC111d,2022-07-15,328,20755.84,Gowoon
19541,CS8317,Q28R3,2022-07-15,401,70708.33,Ingrid
19542,SC9674,W8931,2022-07-15,401,18133.22,Ingrid
19543,AS8179,R9S10,2022-07-15,258,11308.14,Ingrid
19544,TC0514,BC111d,2022-07-15,299,18920.72,Ingrid
19545,CI4562,A802a,2022-07-15,349,3549.33,Shalini
19546,RS9813,A802a,2022-07-15,378,3844.26,Ingrid
19547,RV9064,BC111d,2022-07-15,308,19490.24,Ingrid
19548,SS3811,Q28R3,2022-07-15,387,68239.71,Ethan
19549,CS6924,W8931,2022-07-15,339,15329.58,Hannah
19550,MR7651,A802a,2022-07-15,341,3467.97,Gowoon
19551,CS8317,R9S10,2022-07-15,287,12579.21,Ethan
19552,QS1139,BC111d,2022-07-15,303,19173.84,Ingrid
19553,TC0514,Q28R3,2022-07-15,362,63831.46,Ingrid
19554,TS1163,W8931,2022-07-15,384,17364.48,Ingrid
19555,QS4506,A802a,2022-07-15,328,3335.76,Gowoon
19556,TC0514,A802a,2022-07-15,400,4068.0,Sam
19557,QS1139,W8931,2022-07-15,375,16957.5,Shalini
19558,MR7651,JQ9322,2022-07-15,322,8046.78,Shalini
19559,QS4506,W8931,2022-07-18,372,16821.84,Sam
19560,LM6201,A802a,2022-07-18,275,2796.75,Sam
19561,TM0916,A802a,2022-07-18,266,2705.22,Hannah
19562,AM1674,R9S10,2022-07-18,200,8766.0,Sam
19563,MR7651,A802a,2022-07-18,267,2715.39,Sam
19564,QS1139,A802a,2022-07-18,226,2298.42,Ingrid
19565,ZD7787,W8931,2022-07-18,427,19308.94,Ethan
19566,AM1674,W8931,2022-07-18,404,18268.88,Shalini
19567,CI9891,A802a,2022-07-18,258,2623.86,Sam
19568,CS5977,R9S10,2022-07-18,210,9204.3,Sam
19569,SS3811,A802a,2022-07-18,324,3295.08,Ethan
19570,CI4562,BC111d,2022-07-18,312,19743.36,Shalini
19571,NF7397,R9S10,2022-07-18,233,10212.39,Ingrid
19572,CS6924,W8931,2022-07-18,413,18675.86,Ingrid
19573,SC3814,BC111d,2022-07-18,313,19806.64,Gowoon
19574,CS8317,EE05x,2022-07-18,402,145934.04,Gowoon
19575,CS5977,JQ9322,2022-07-18,555,13869.45,Ingrid
19576,SC9674,R9S10,2022-07-18,226,9905.58,Gowoon
19577,ZD7787,JQ9322,2022-07-18,616,15393.84,Sam
19578,CS8317,W8931,2022-07-18,420,18992.4,Ethan
19579,SV2287,JQ9322,2022-07-18,516,12894.84,Sam
19580,QS1139,BC111d,2022-07-18,290,18351.2,Gowoon
19581,LM6201,JQ9322,2022-07-18,554,13844.46,Hannah
19582,MR6252,JQ9322,2022-07-18,592,14794.08,Shalini
19583,CI9891,W8931,2022-07-18,378,17093.16,Ingrid
19584,QS1139,W8931,2022-07-18,401,18133.22,Ingrid
19585,QI5038,Q28R3,2022-07-19,343,60481.19,Ingrid
19586,CI4562,A802a,2022-07-19,274,2786.58,Shalini
19587,TC0514,W8931,2022-07-19,367,16595.74,Shalini
19588,CS8317,A802a,2022-07-19,327,3325.59,Shalini
19589,NR9560,BC111d,2022-07-19,330,20882.4,Ingrid
19590,QS1139,W8931,2022-07-19,367,16595.74,Ingrid
19591,QI5038,A802a,2022-07-19,258,2623.86,Ingrid
19592,RS9813,A802a,2022-07-19,291,2959.47,Ingrid
19593,AM1674,W8931,2022-07-19,388,17545.36,Shalini
19594,CS6924,R9S10,2022-07-19,400,17532.0,Ingrid
19595,MM0344,JQ9322,2022-07-19,359,8971.41,Shalini
19596,CS6924,W8931,2022-07-19,380,17183.6,Ethan
19597,CS5977,A802a,2022-07-19,261,2654.37,Ingrid
19598,QI5038,A802a,2022-07-19,286,2908.62,Hannah
19599,QS1139,BC111d,2022-07-19,271,17148.88,Hannah
19600,CS6924,JQ9322,2022-07-19,350,8746.5,Ingrid
19601,RS9813,A802a,2022-07-19,306,3112.02,Ingrid
19602,NF9938,BC111d,2022-07-19,313,19806.64,Ingrid
19603,SC9674,JQ9322,2022-07-20,101,2523.99,Ingrid
19604,CI4562,W8931,2022-07-20,273,12345.06,Shalini
19605,SC9674,W8931,2022-07-20,276,12480.72,Ethan
19606,QI5038,A802a,2022-07-20,324,3295.08,Shalini
19607,AM1674,A802a,2022-07-20,336,3417.12,Ingrid
19608,AM1674,Q28R3,2022-07-20,309,54485.97,Shalini
19609,CI4562,JQ9322,2022-07-20,99,2474.01,Shalini
19610,QI5038,JQ9322,2022-07-20,97,2424.03,Ingrid
19611,QS1139,W8931,2022-07-20,242,10943.24,Ingrid
19612,TC0514,A802a,2022-07-20,306,3112.02,Shalini
19613,CS8317,Q28R3,2022-07-20,421,74234.93,Ethan
19614,QI5038,A802a,2022-07-20,331,3366.27,Hannah
19615,NF7397,A802a,2022-07-20,299,3040.83,Shalini
19616,QI5038,A802a,2022-07-20,295,3000.15,Gowoon
19617,QS4506,JQ9322,2022-07-20,98,2449.02,Ingrid
19618,CS8317,W8931,2022-07-20,347,15691.34,Shalini
19619,QS1139,A802a,2022-07-20,320,3254.4,Shalini
19620,MM0344,BC111d,2022-07-20,317,20059.76,Hannah
19621,MM0344,A802a,2022-07-21,376,3823.92,Shalini
19622,CI4562,A802a,2022-07-21,379,3854.43,Shalini
19623,CS5977,A802a,2022-07-21,340,3457.8,Hannah
19624,TM0916,A802a,2022-07-21,389,3956.13,Shalini
19625,CS5977,A802a,2022-07-21,362,3681.54,Ingrid
19626,TC0514,A802a,2022-07-21,387,3935.79,Hannah
19627,NR3611,A802a,2022-07-21,365,3712.05,Ingrid
19628,CS6924,W8931,2022-07-21,306,13837.32,Shalini
19629,MM0344,A802a,2022-07-21,376,3823.92,Ingrid
19630,RV9064,W8931,2022-07-21,288,13023.36,Ingrid
19631,NM1588,W8931,2022-07-21,298,13475.56,Hannah
19632,AM1674,A802a,2022-07-21,363,3691.71,Ingrid
19633,SC9674,JQ9322,2022-07-21,297,7422.03,Ingrid
19634,AM1674,A802a,2022-07-21,403,4098.51,Ingrid
19635,CS2504,W8931,2022-07-21,321,14515.62,Shalini
19636,CS8317,W8931,2022-07-21,333,15058.26,Shalini
19637,QI5038,BC111d,2022-07-21,305,19300.4,Shalini
19638,CS6924,W8931,2022-07-21,289,13068.58,Ingrid
19639,NR3611,BC111d,2022-07-22,286,18098.08,Ingrid
19640,CI4562,A802a,2022-07-22,410,4169.7,Hannah
19641,SS3811,A802a,2022-07-22,417,4240.89,Shalini
19642,SC7962,A802a,2022-07-22,467,4749.39,Hannah
19643,SC9674,Q28R3,2022-07-22,330,58188.9,Hannah
19644,RV9064,A802a,2022-07-22,382,3884.94,Sam
19645,ZF8085,A802a,2022-07-22,396,4027.32,Hannah
19646,SC7962,Q28R3,2022-07-22,382,67358.06,Ethan
19647,SC9674,A802a,2022-07-22,383,3895.11,Ethan
19648,SC3814,W8931,2022-07-22,394,17816.68,Hannah
19649,CS2504,BC111d,2022-07-22,309,19553.52,Ingrid
19650,CS5977,BC111d,2022-07-22,273,17275.44,Sam
19651,CS8317,A802a,2022-07-22,459,4668.03,Ethan
19652,SC3814,R9S10,2022-07-22,457,20030.31,Sam
19653,SV2287,A802a,2022-07-22,424,4312.08,Ingrid
19654,NE6537,A802a,2022-07-22,456,4637.52,Shalini
19655,CS6924,BC111d,2022-07-22,285,18034.8,Ingrid
19656,QS1139,A802a,2022-07-22,398,4047.66,Sam
19657,CS5977,BC111d,2022-07-22,310,19616.8,Ingrid
19658,SC9674,A802a,2022-07-22,419,4261.23,Ethan
19659,LM6201,W8931,2022-07-22,396,17907.12,Gowoon
19660,TC0514,A802a,2022-07-23,374,3803.58,Hannah
19661,QS1139,A802a,2022-07-23,364,3701.88,Ingrid
19662,RV9064,Q28R3,2022-07-24,311,54838.63,Ingrid
19663,SS3811,BC111d,2022-07-25,315,19933.2,Ethan
19664,CS8317,BC111d,2022-07-25,361,22844.08,Ethan
19665,CI4562,W8931,2022-07-25,295,13339.9,Ingrid
19666,QS1139,BC111d,2022-07-25,305,19300.4,Gowoon
19667,MR7651,Q28R3,2022-07-25,297,52370.01,Shalini
19668,AM1674,JQ9322,2022-07-25,312,7796.88,Sam
19669,TM0916,W8931,2022-07-25,327,14786.94,Shalini
19670,TS1163,A802a,2022-07-25,276,2806.92,Shalini
19671,QS4506,EE05x,2022-07-25,321,116529.42,Sam
19672,AS0053,BC111d,2022-07-25,345,21831.6,Gowoon
19673,NR3611,A802a,2022-07-25,319,3244.23,Ingrid
19674,QI5038,A802a,2022-07-25,258,2623.86,Sam
19675,QS4506,W8931,2022-07-25,295,13339.9,Gowoon
19676,AM1674,W8931,2022-07-25,278,12571.16,Shalini
19677,TC0514,A802a,2022-07-25,266,2705.22,Shalini
19678,CS8317,A802a,2022-07-25,328,3335.76,Ethan
19679,CS8317,A802a,2022-07-25,355,3610.35,Shalini
19680,MR7651,Q28R3,2022-07-25,356,62773.48,Shalini
19681,SC9674,A802a,2022-07-25,293,2979.81,Shalini
19682,CI4562,BC111d,2022-07-25,289,18287.92,Shalini
19683,LM6201,A802a,2022-07-25,314,3193.38,Ingrid
19684,NR3611,JQ9322,2022-07-25,305,7621.95,Hannah
19685,SV2287,BC111d,2022-07-26,286,18098.08,Gowoon
19686,MM0344,BC111d,2022-07-26,265,16769.2,Shalini
19687,CS6924,BC111d,2022-07-26,332,21008.96,Ingrid
19688,TC0514,A802a,2022-07-26,272,2766.24,Sam
19689,TM0916,W8931,2022-07-26,432,19535.04,Gowoon
19690,QV5573,W8931,2022-07-26,348,15736.56,Sam
19691,CS6924,JQ9322,2022-07-26,616,15393.84,Ethan
19692,CS6924,A802a,2022-07-26,269,2735.73,Ethan
19693,CS2504,JQ9322,2022-07-26,595,14869.05,Shalini
19694,QS1139,A802a,2022-07-26,233,2369.61,Ingrid
19695,SC3814,W8931,2022-07-26,411,18585.42,Sam
19696,AS0053,R9S10,2022-07-26,272,11921.76,Ethan
19697,CI4562,A802a,2022-07-26,257,2613.69,Shalini
19698,RV9064,W8931,2022-07-26,393,17771.46,Shalini
19699,CS2504,A802a,2022-07-26,256,2603.52,Ingrid
19700,QS4506,W8931,2022-07-26,366,16550.52,Ingrid
19701,SC9674,W8931,2022-07-26,383,17319.26,Ingrid
19702,TM0916,A802a,2022-07-26,230,2339.1,Gowoon
19703,CS5977,A802a,2022-07-26,271,2756.07,Ingrid
19704,CI9891,W8931,2022-07-27,376,17002.72,Sam
19705,TC0514,A802a,2022-07-27,268,2725.56,Sam
19706,CS5977,BC111d,2022-07-27,301,19047.28,Ingrid
19707,TM0916,W8931,2022-07-27,346,15646.12,Ingrid
19708,ZD7787,A802a,2022-07-27,327,3325.59,Gowoon
19709,SC7962,A802a,2022-07-27,309,3142.53,Hannah
19710,QI5038,Q28R3,2022-07-27,305,53780.65,Hannah
19711,TS1163,W8931,2022-07-27,373,16867.06,Sam
19712,SC9674,W8931,2022-07-27,364,16460.08,Ethan
19713,CS2504,W8931,2022-07-27,409,18494.98,Ethan
19714,TM0916,W8931,2022-07-27,353,15962.66,Ingrid
19715,RV9064,BC111d,2022-07-27,279,17655.12,Sam
19716,QI5038,A802a,2022-07-27,299,3040.83,Ingrid
19717,TS1163,A802a,2022-07-27,290,2949.3,Ethan
19718,CS5977,Q28R3,2022-07-28,335,59070.55,Ingrid
19719,LM6201,BC111d,2022-07-28,316,19996.48,Ingrid
19720,SC9674,A802a,2022-07-28,326,3315.42,Ingrid
19721,CI4562,W8931,2022-07-28,263,11892.86,Hannah
19722,TC0514,A802a,2022-07-28,323,3284.91,Hannah
19723,SC7962,A802a,2022-07-28,347,3528.99,Shalini
19724,SC3814,A802a,2022-07-28,321,3264.57,Sam
19725,RS9813,A802a,2022-07-28,366,3722.22,Gowoon
19726,NF9938,W8931,2022-07-28,279,12616.38,Ingrid
19727,ZF8085,A802a,2022-07-28,301,3061.17,Ingrid
19728,NE6537,A802a,2022-07-28,337,3427.29,Gowoon
19729,AM1674,JQ9322,2022-07-28,107,2673.93,Ingrid
19730,QS1139,W8931,2022-07-28,263,11892.86,Sam
19731,NF7397,W8931,2022-07-28,255,11531.1,Ingrid
19732,CS6924,A802a,2022-07-28,334,3396.78,Ethan
19733,CS5977,W8931,2022-07-28,242,10943.24,Ingrid
19734,CS8317,W8931,2022-07-28,345,15600.9,Shalini
19735,SS3811,A802a,2022-07-28,383,3895.11,Sam
19736,QS1139,BC111d,2022-07-28,319,20186.32,Sam
19737,SC3814,A802a,2022-07-28,327,3325.59,Sam
19738,LM6201,BC111d,2022-07-28,320,20249.6,Sam
19739,NF9938,BC111d,2022-07-28,312,19743.36,Ethan
19740,MM0344,A802a,2022-07-28,342,3478.14,Shalini
19741,RS9813,A802a,2022-07-28,354,3600.18,Ethan
19742,SS3811,A802a,2022-07-29,462,4698.54,Shalini
19743,CS5977,W8931,2022-07-29,298,13475.56,Ingrid
19744,QS4506,A802a,2022-07-29,365,3712.05,Ingrid
19745,MM0344,A802a,2022-07-29,412,4190.04,Hannah
19746,CI4562,W8931,2022-07-29,277,12525.94,Hannah
19747,CS8317,A802a,2022-07-29,446,4535.82,Ethan
19748,MR6252,Q28R3,2022-07-29,322,56778.26,Sam
